time(s),temp_rise(℃）
0,0.1
1,0.1
2,0.1
3,0.1
4,0.2
5,0.4
6,0.6
7,0.8
8,1
9,1.3
10,1.5
11,1.8
12,2
13,2.3
14,2.5
15,2.8
16,3
17,3.2
18,3.4
19,3.6
20,3.7
21,3.9
22,4.1
23,4.3
24,4.5
25,4.7
26,4.8
27,5.2
28,5.4
29,5.7
30,5.9
31,6.2
32,6.5
33,6.7
34,6.8
35,6.8
36,6.8
37,6.9
38,6.9
39,7
40,7.1
41,7.2
42,7.3
43,7.5
44,7.6
45,7.9
46,8.1
47,8.4
48,8.7
49,9
50,9
51,9.2
52,9.4
53,9.5
54,9.6
55,9.7
56,9.7
57,9.6
58,9.6
59,9.8
60,10.1
61,10.3
62,10.4
63,10.6
64,10.5
65,10.7
66,10.9
67,10.9
68,11
69,11
70,11.1
71,11.2
72,11.2
73,11.2
74,11.3
75,11.3
76,11.4
77,11.3
78,11.3
79,11.4
80,11.3
81,11.3
82,11.3
83,11.2
84,11.3
85,11.4
86,11.4
87,11.5
88,11.4
89,11.4
90,11.2
91,11.2
92,11.3
93,11.4
94,11.5
95,11.5
96,11.7
97,11.6
98,11.7
99,11.8
100,11.9
101,11.8
102,11.7
103,11.6
104,11.7
105,11.8
106,11.8
107,11.8
108,11.9
109,12
110,12.1
111,12.1
112,12.1
113,12.1
114,12
115,11.9
116,11.9
117,11.7
118,11.6
119,11.5
120,11.5
121,11.5
122,11.4
123,11.4
124,11.5
125,11.6
126,11.6
127,11.7
128,11.8
129,12
130,12.3
131,12.5
132,12.6
133,12.6
134,12.4
135,12.3
136,12
137,12.1
138,12.1
139,12
140,12.1
141,12.1
142,12.3
143,12.3
144,12.4
145,12.3
146,12.3
147,12.4
148,12.3
149,12.4
150,12.7
151,12.8
152,12.8
153,12.9
154,13
155,13
156,12.9
157,12.9
158,12.8
159,12.8
160,12.8
161,12.6
162,12.7
163,12.9
164,12.8
165,12.7
166,12.7
167,12.6
168,12.6
169,12.4
170,12.5
171,12.5
172,12.4
173,12.5
174,12.5
175,12.5
176,12.5
177,12.5
178,12.4
179,12.3
180,12.3
181,12.4
182,12.6
183,12.6
184,12.5
185,12.5
186,12.5
187,12.7
188,12.7
189,12.7
190,13
191,12.9
192,12.8
193,12.9
194,12.8
195,12.8
196,12.7
197,12.6
198,12.6
199,12.5
200,12.5
201,12.6
202,12.7
203,12.7
204,12.8
205,12.8
206,12.8
207,12.8
208,12.7
209,12.7
210,12.6
211,12.7
212,12.8
213,12.7
214,12.9
215,13.1
216,13.2
217,13.2
218,13.2
219,13.2
220,13.3
221,13.3
222,13.3
223,13.4
224,13.4
225,13.4
226,13.3
227,13.1
228,13.3
229,13.4
230,13.5
231,13.4
232,13.2
233,13.2
234,13.2
235,13.3
236,13.2
237,12.9
238,12.9
239,12.9
240,12.9
241,13
242,13
243,13
244,12.9
245,12.7
246,12.6
247,12.7
248,12.8
249,12.7
250,12.6
251,12.7
252,12.7
253,12.6
254,12.5
255,12.5
256,12.3
257,12.3
258,12.3
259,12.4
260,12.5
261,12.6
262,12.7
263,12.7
264,12.7
265,12.6
266,12.5
267,12.5
268,12.5
269,12.4
270,12.4
271,12.5
272,12.7
273,12.7
274,12.9
275,13.1
276,13.2
277,13.2
278,13.1
279,13
280,13
281,13.1
282,13.1
283,13.2
284,13.2
285,13.3
286,13.2
287,13.1
288,13.3
289,13.5
290,13.7
291,13.7
292,13.6
293,13.6
294,13.6
295,13.4
296,13.3
297,13.3
298,13.2
299,13
300,12.8
301,12.7
302,12.8
303,12.8
304,12.8
305,12.7
306,12.7
307,12.8
308,12.9
309,13.1
310,13.3
311,13.4
312,13.4
313,13.6
314,13.4
315,13.6
316,13.7
317,13.7
318,13.6
319,13.7
320,13.8
321,13.9
322,13.9
323,13.9
324,13.9
325,14
326,14.1
327,14.3
328,14.3
329,14.3
330,14.1
331,13.9
332,13.7
333,13.7
334,13.7
335,13.6
336,13.7
337,13.6
338,13.5
339,13.3
340,13.2
341,13.3
342,13.4
343,13.3
344,13.2
345,13.3
346,13.3
347,13.5
348,13.8
349,13.7
350,13.6
351,13.4
352,13.3
353,13.2
354,13.1
355,13.2
356,13.2
357,13.1
358,12.9
359,13
360,13.1
361,13
362,12.9
363,12.9
364,12.8
365,12.8
366,12.8
367,12.9
368,12.8
369,12.9
370,13.1
371,13.1
372,12.9
373,12.8
374,12.8
375,12.7
376,12.6
377,12.6
378,12.6
379,12.5
380,12.3
381,12.3
382,12.2
383,12.2
384,12.2
385,12.3
386,12.3
387,12.3
388,12.2
389,12.2
390,12.2
391,12.2
392,12.3
393,12.5
394,12.6
395,12.7
396,12.8
397,13
398,13.2
399,13.4
400,13.3
401,13.1
402,12.9
403,12.8
404,12.7
405,12.8
406,13
407,13.1
408,13.3
409,13.4
410,13.2
411,13
412,12.9
413,12.7
414,12.8
415,12.7
416,12.7
417,12.7
418,13
419,13.2
420,13.3
421,13.3
422,13.2
423,13
424,13
425,13.1
426,13
427,13
