time(s),temp_rise(℃）
1,0.6
2,0.75
3,0.75
4,0.85
5,0.9
6,1.1
7,1.35
8,1.6
9,1.95
10,2.1
11,2.5
12,2.85
13,3.15
14,3.4
15,3.65
16,4.1
17,4.6
18,5
19,5.4
20,5.7
21,6.05
22,6.45
23,6.75
24,6.95
25,7.25
26,7.75
27,8.1
28,8.5
29,8.7
30,9.05
31,9.3
32,9.65
33,9.85
34,10.05
35,10.45
36,10.7
37,11
38,11.25
39,11.65
40,12.05
41,12.45
42,12.65
43,12.85
44,13.05
45,13.3
46,13.55
47,13.65
48,13.95
49,14.15
50,14.5
51,14.9
52,15.25
53,15.35
54,15.5
55,15.85
56,16
57,16.2
58,16.15
59,16.25
60,16.25
61,16.2
62,16.25
63,16.45
64,16.7
65,16.8
66,16.9
67,16.95
68,17.05
69,17.05
70,17.3
71,17.65
72,17.75
73,17.85
74,18.15
75,18.25
76,18.3
77,18.25
78,18.35
79,18.4
80,18.5
81,18.6
82,18.95
83,19.5
84,19.9
85,20.2
86,20.35
87,20.45
88,20.4
89,20.45
90,20.15
91,20.15
92,20.35
93,20.4
94,20.6
95,20.75
96,20.9
97,20.9
98,21
99,21
100,21
101,20.95
102,20.7
103,20.75
104,20.95
105,21.05
106,21.15
107,21.25
108,21.5
109,21.35
110,21.25
111,21.35
112,21.35
113,21.35
114,21.35
115,21.35
116,21.5
117,21.55
118,21.75
119,21.75
120,22
121,22
122,21.95
123,21.9
124,21.7
125,22
126,22.15
127,22.3
128,22.4
129,22.35
130,22.3
131,22.6
132,22.55
133,22.55
134,22.55
135,22.65
136,22.65
137,22.6
138,22.5
139,22.4
140,22.5
141,22.5
142,22.4
143,22.1
144,21.8
145,21.95
146,22.05
147,22
148,22.05
149,22.1
150,22.25
151,22.4
152,22.4
153,22.75
154,22.8
155,22.85
156,22.8
157,22.65
158,23
159,23.2
160,23.3
161,23.35
162,23.4
163,23.1
164,23.05
165,23.05
166,22.95
167,23
168,22.85
169,22.95
170,22.7
171,22.6
172,22.65
173,22.8
174,22.75
175,22.9
176,23
177,23.05
178,23.15
179,23.05
180,22.8
181,22.9
182,23.05
183,23
184,22.95
185,22.9
186,22.9
187,23
188,22.95
189,22.95
190,22.9
191,22.9
192,22.9
193,22.8
194,22.6
195,22.9
196,23.2
197,23.4
198,23.4
199,23.25
200,23.15
201,23.25
202,23.35
203,23.55
204,23.95
205,23.85
206,23.9
207,23.55
208,23.3
209,23.2
210,23.2
211,23.3
212,23.2
213,23.35
214,23.45
215,23.55
216,23.6
217,23.75
218,23.75
219,23.75
220,23.55
221,23.4
222,23.5
223,23.35
224,23.45
225,23.4
226,22.95
227,23
228,22.95
229,23
230,22.95
231,22.9
232,23.15
233,23.15
234,23.05
235,22.9
236,22.9
237,23.15
238,23.45
239,23.3
240,23.3
241,23.15
242,23.05
243,23.1
244,22.8
245,22.9
246,22.9
247,22.95
248,23.2
249,23.3
250,23.2
251,23.4
252,23.15
253,23.1
254,23.25
255,23.35
256,23.3
257,23.1
258,23.05
259,23.1
260,23.1
261,23.15
262,23.15
263,23.2
264,23.2
265,23.35
266,23.2
267,23.5
268,23.7
269,23.85
270,23.95
271,23.95
272,23.95
273,23.85
274,23.75
275,23.35
276,23.15
277,23.05
278,23.3
279,23.45
280,23.2
281,23.15
282,23
283,23.2
284,23.55
285,23.35
286,23.7
287,23.95
288,23.85
289,23.45
290,23.45
291,23.2
292,23.1
293,23.05
294,22.9
295,22.95
296,23
297,23.05
298,22.8
299,22.75
300,23.1
301,23.2
302,23.35
303,23.3
304,23.05
305,23.15
306,23.25
307,23.15
308,23.15
309,23.15
310,23.1
311,23.15
312,23.15
313,23.2
314,23.3
315,23.4
316,23.4
317,23.4
318,23.2
319,23.2
320,23.45
321,23.45
322,23.5
323,23.6
324,23.65
325,23.8
326,24.2
327,24.2
328,24
329,23.85
330,23.7
331,23.6
332,23.45
333,23.45
334,23.55
335,23.85
336,23.9
337,24.05
338,24
339,24
340,23.95
341,24
342,23.8
343,23.65
344,23.85
345,23.85
346,23.85
347,23.65
348,23.7
349,23.65
350,23.65
351,23.45
352,23.45
353,23.35
354,23.25
355,23.2
356,23.15
357,22.95
358,22.95
359,22.95
360,23
361,23.15
362,23.25
363,23.4
364,23.35
365,23.4
366,23.65
367,23.8
368,23.85
369,23.95
370,23.85
371,23.9
372,24.15
373,24.15
374,24.1
375,24
376,24.05
377,24.05
378,23.9
379,23.8
380,23.7
381,23.6
382,23.6
383,23.65
384,23.55
385,23.7
386,23.9
387,24.05
388,24.15
389,24.25
390,24.25
391,24.4
392,24.15
393,24.05
394,23.95
395,24.05
396,24.25
397,24.25
398,24.45
399,24.25
400,24.45
401,24.7
402,24.85
403,25.3
404,25.75
405,26.15
406,25.8
407,25.5
408,25.4
409,25.2
410,24.9
411,24.8
412,24.7
413,24.35
414,24.15
415,23.95
416,23.9
417,23.7
418,23.65
419,23.55
420,23.55
421,23.85
422,23.7
423,23.55
424,23.4
425,23.35
426,23.4
427,23.65
428,23.8
429,23.85
430,23.75
431,23.5
432,23.55
433,23.85
434,24.35
435,24.5
436,24.65
437,24.65
438,24.8
439,24.8
440,25.1
441,25.05
442,24.75
443,24.5
444,24.45
445,24.6
446,24.45
447,24.35
448,24.4
449,24.35
450,24.35
451,24.15
452,24.25
453,24.2
454,24.15
455,24.15
456,24.35
457,24.3
458,24.35
459,24.15
460,24.2
461,24.1
462,24.2
463,24.3
464,24.3
465,24.5
466,24.6
467,24.6
468,24.4
469,24.3
470,24.05
471,24.05
472,24.3
473,24.2
474,24.2
475,24.2
476,23.95
477,23.7
478,23.7
479,23.7
480,23.75
481,23.55
482,23.7
483,23.9
484,23.9
485,23.9
486,23.7
487,23.6
488,23.65
489,23.9
490,23.85
491,23.75
492,23.9
493,24.2
494,24.1
495,24
496,24.05
497,24
498,23.85
499,23.7
500,24
501,24.05
502,23.95
