time(s),temp_rise(℃）
1,0.2
2,0.2
3,0.2
4,0.2
5,0.4
6,0.5
7,0.6
8,0.8
9,1
10,1.2
11,1.4
12,1.7
13,1.9
14,2.2
15,2.6
16,2.7
17,3
18,3.3
19,3.6
20,3.9
21,4.2
22,4.5
23,4.6
24,4.9
25,5.3
26,5.6
27,5.8
28,6
29,6.2
30,6.5
31,6.8
32,7.1
33,7.1
34,7.3
35,7.5
36,7.9
37,8.1
38,8.3
39,8.5
40,8.7
41,8.8
42,9.1
43,9.4
44,9.6
45,9.6
46,9.9
47,10.2
48,10.4
49,10.5
50,10.7
51,10.8
52,10.9
53,11
54,11.1
55,11.2
56,11.3
57,11.4
58,11.7
59,11.9
60,12.1
61,12.2
62,12.3
63,12.4
64,12.6
65,12.9
66,13
67,13
68,13
69,13
70,13
71,13
72,13.1
73,13.3
74,13.2
75,13.4
76,13.6
77,13.6
78,13.6
79,13.7
80,13.9
81,14
82,14.1
83,14.2
84,14.4
85,14.4
86,14.4
87,14.3
88,14.5
89,14.5
90,14.5
91,14.6
92,14.5
93,14.4
94,14.3
95,14.1
96,14.1
97,14.1
98,14.1
99,14.2
100,14.2
101,14.3
102,14.3
103,14.6
104,14.8
105,14.7
106,14.8
107,14.9
108,15.1
109,15.2
110,15.2
111,15.1
112,15.3
113,15.5
114,15.5
115,15.4
116,15.4
117,15.4
118,15.2
119,15
120,14.7
121,14.7
122,14.8
123,14.7
124,14.5
125,14.4
126,14.4
127,14.3
128,14.3
129,14.4
130,14.5
131,14.5
132,14.4
133,14.5
134,14.5
135,14.4
136,14.6
137,15
138,15.3
139,15.5
140,15.5
141,15.5
142,15.5
143,15.6
144,15.7
145,15.7
146,15.7
147,15.8
148,15.9
149,15.7
150,15.6
151,15.6
152,15.4
153,15.5
154,15.6
155,15.8
156,15.9
157,16.1
158,16.3
159,16.4
160,16.6
161,16.7
162,16.8
163,16.8
164,16.6
165,16.6
166,16.4
167,16.2
168,16.3
169,16.2
170,16.2
171,16.2
172,16.1
173,16.3
174,16.3
175,16.1
176,15.8
177,15.7
178,15.8
179,15.8
180,16
181,16
182,15.9
183,15.9
184,15.8
185,15.9
186,15.9
187,15.8
188,15.8
189,15.9
190,16.2
191,16.4
192,16.4
193,16.5
194,16.5
195,16.4
196,16.5
197,16.6
198,16.8
199,17
200,17
201,16.9
202,17
203,17
204,16.9
205,16.7
206,16.7
207,16.6
208,16.5
209,16.6
210,16.7
211,16.6
212,16.7
213,16.8
214,17
215,17.3
216,17.4
217,17.5
218,17.6
219,17.6
220,17.5
221,17.4
222,17.3
223,17.3
224,17
225,17
226,16.9
227,16.9
228,16.8
229,17.1
230,17
231,17.3
232,17.4
233,17.4
234,17.6
235,17.6
236,17.6
237,17.6
238,17.8
239,17.9
240,18.1
