time(s),temp_rise(℃）
1,0.1
2,0.05
3,0
4,0
5,0.05
6,0.1
7,0.1
8,0.1
9,0.1
10,0.3
11,0.6
12,1.1
13,1.7
14,2.35
15,2.95
16,3.65
17,4.35
18,5.05
19,5.9
20,6.75
21,7.5
22,8.15
23,8.9
24,9.65
25,10.35
26,11.05
27,11.7
28,12.4
29,13.05
30,13.75
31,14.4
32,15.15
33,15.9
34,16.55
35,17.35
36,18
37,18.55
38,19.35
39,20.05
40,20.5
41,21.15
42,21.65
43,22.05
44,22.5
45,23
46,23.55
47,24.1
48,24.75
49,25.4
50,26
51,26.65
52,27.1
53,27.4
54,27.8
55,28.3
56,28.6
57,29.05
58,29.6
59,30.05
60,30.5
61,30.75
62,31
63,31.35
64,31.8
65,32.25
66,32.55
67,32.8
68,33.15
69,33.5
70,33.85
71,34.15
72,34.35
73,34.55
74,34.75
75,35
76,35.15
77,35.3
78,35.6
79,35.9
80,36.05
81,36.3
82,36.4
83,36.6
84,36.85
85,37
86,37.25
87,37.65
88,37.9
89,38.05
90,38.3
91,38.55
92,38.8
93,39.2
94,39.45
95,39.7
96,40
97,40.2
98,40.45
99,40.5
100,40.6
101,40.75
102,41
103,41
104,41.25
105,41.65
106,41.8
107,41.9
108,41.9
109,41.95
110,42
111,42.05
112,42.2
113,42.25
114,42.35
115,42.5
116,42.6
117,42.7
118,42.9
119,43
120,43.05
121,43
122,43
123,42.8
124,42.55
125,42.4
126,42.25
127,42.2
128,42.5
129,43.3
130,43.95
131,44.35
132,44.6
133,44.55
134,44.45
135,44.15
136,44.2
137,44.25
138,44.25
139,44.25
140,44.15
141,44
142,43.85
143,43.85
144,43.75
145,43.7
146,43.6
147,43.65
148,43.65
149,43.75
150,43.95
151,44.2
152,44.6
153,44.7
154,44.7
155,44.65
156,44.65
157,44.6
158,44.5
159,44.5
160,44.3
161,44.25
162,44.25
163,44.15
164,43.95
165,43.75
166,43.6
167,43.8
168,44.05
169,44.25
170,44.35
171,44.35
172,44.15
173,44.35
174,44.65
175,44.95
176,45.3
177,45.6
178,45.8
179,45.7
180,45.5
181,45.4
182,45.1
183,44.8
184,44.55
185,44.4
186,44.2
187,44.05
188,43.9
189,43.85
190,43.7
191,43.65
192,43.6
193,43.6
194,43.7
195,43.7
196,43.65
197,43.65
198,43.55
199,43.55
200,43.65
201,43.7
202,43.65
203,43.6
204,43.7
205,43.75
206,43.8
207,43.95
208,44
209,44.1
