time(s),temp_rise(℃）
0,1
1,0.9
2,0.9
3,1
4,1.1
5,1.4
6,1.8
7,2.4
8,3
9,3.6
10,4.3
11,5
12,5.8
13,6.6
14,7.4
15,8.2
16,9
17,9.7
18,10.4
19,11.2
20,11.9
21,12.7
22,13.5
23,14.2
24,14.9
25,15.6
26,16.4
27,17.2
28,17.9
29,18.5
30,19.2
31,19.7
32,20.2
33,20.8
34,21.5
35,22.1
36,22.6
37,23.2
38,23.6
39,24.1
40,24.5
41,25
42,25.4
43,25.8
44,26.3
45,26.7
46,27.2
47,27.6
48,28
49,28.4
50,28.8
51,29.2
52,29.6
53,30.1
54,30.3
55,30.7
56,30.9
57,31.2
58,31.4
59,31.6
60,32
61,32.3
62,32.4
63,32.7
64,33.1
65,33.3
66,33.6
67,33.8
68,34
69,34.3
70,34.4
71,34.8
72,35.1
73,35.6
74,35.9
75,36.3
76,36.6
77,37
78,37.3
79,37.7
80,38
81,38.3
82,38.5
83,38.8
84,38.8
85,38.9
86,39.1
87,39.4
88,39.6
89,39.9
90,40.1
91,40.3
92,40.5
93,40.6
94,40.9
95,41
96,41.2
97,41.4
98,41.6
99,41.7
100,41.7
101,41.7
102,41.7
103,41.6
104,41.5
105,41.6
106,41.6
107,41.8
108,41.9
109,42
110,42.2
111,42.2
112,42.5
113,42.9
114,43
115,43.2
116,43.7
117,43.9
118,44.1
119,44.2
120,44
121,44
122,43.5
123,42.8
124,42.1
125,42
126,42.1
127,42.2
128,42.2
129,42.2
130,42.4
131,42.9
132,43.6
133,44.1
134,44.6
135,45
136,45.6
137,46
138,46
139,45.7
140,45.8
141,45.9
142,45.9
143,45.9
144,45.7
145,45.7
146,45.6
147,45.6
148,45.5
149,45.4
150,45.4
151,45.4
152,45.4
153,45.5
154,45.6
155,45.7
156,45.8
157,45.8
158,45.9
159,46.1
160,46
161,46
162,45.9
163,46.3
164,46.7
165,46.8
166,46.8
167,46.8
168,46.8
169,46.8
170,46.8
171,46.8
172,46.7
173,46.8
174,46.8
175,46.8
176,46.7
177,46.7
178,46.7
179,46.8
180,46.7
181,46.8
182,46.8
183,46.5
184,46.4
185,46.5
186,46.6
187,46.6
188,46.8
189,47
190,47
191,46.9
192,47.1
193,47.2
194,47.3
195,47.5
196,47.5
197,47.6
198,47.5
199,47.2
200,46.9
201,46.9
202,46.8
203,47
204,47.1
205,47.1
206,47
207,47
208,46.8
209,46.7
210,46.9
211,46.8
212,46.9
213,47
214,46.9
215,46.8
216,46.8
217,46.7
218,46.6
219,46.2
220,45.9
221,45.8
222,46
223,45.8
224,45.7
225,46
226,46.2
227,46.4
228,46.5
229,46.8
230,47
231,47
232,47.1
233,47.3
234,47.4
235,47.5
236,47.5
237,47.4
238,47.3
239,47.2
240,46.9
241,46.8
242,46.6
243,46.4
244,46.1
245,46
246,46
247,46.1
248,46.2
249,46.3
250,46.4
251,46.7
252,46.9
253,47.1
254,47.3
255,47.2
256,47.3
257,47.4
258,47.5
259,47.5
260,47.6
261,47.8
262,48
263,47.7
264,47.5
265,47.6
266,48
267,48.4
268,48.6
269,49
270,49.1
271,49.5
272,49.5
273,49.3
274,49.3
275,49.2
276,49.1
277,49.2
278,49.3
279,49.3
280,49.6
281,49.5
282,49.6
283,49.8
284,49.6
285,49.3
286,49.9
287,50
288,49.9
289,50.1
290,50.3
291,50.3
292,50.5
293,50.5
294,50.2
295,49.7
296,49.6
297,49.3
298,49.6
299,50
300,50.3
301,50.4
302,50.6
303,51
304,51.1
305,50.9
306,51.1
307,51.1
308,50.8
309,51
