time(s),temp_rise(℃）
8,0.17 
8.5,0.30 
9,0.43 
9.5,0.60 
10,0.75 
10.5,0.92 
11,1.10 
11.5,1.23 
12,1.45 
12.5,1.60 
13,1.75 
13.5,1.92 
14,2.07 
14.5,2.17 
15,2.30 
15.5,2.42 
16,2.55 
16.5,2.70 
17,2.87 
17.5,3.00 
18,3.12 
18.5,3.27 
19,3.43 
19.5,3.60 
20,3.77 
20.5,3.92 
21,4.10 
21.5,4.15 
22,4.30 
22.5,4.45 
23,4.53 
23.5,4.63 
24,4.75 
24.5,4.93 
25,4.98 
25.5,5.10 
26,5.18 
26.5,5.30 
27,5.40 
27.5,5.52 
28,5.62 
28.5,5.72 
29,5.78 
29.5,5.83 
30,5.93 
30.5,6.02 
31,6.08 
31.5,6.08 
32,6.08 
32.5,6.15 
33,6.20 
33.5,6.22 
34,6.25 
34.5,6.30 
35,6.30 
35.5,6.38 
36,6.43 
36.5,6.50 
37,6.55 
37.5,6.62 
38,6.65 
38.5,6.72 
39,6.77 
39.5,6.88 
40,6.92 
40.5,6.97 
41,7.00 
41.5,7.12 
42,7.15 
42.5,7.25 
43,7.35 
43.5,7.45 
44,7.55 
44.5,7.62 
45,7.68 
45.5,7.77 
46,7.83 
46.5,7.87 
47,7.90 
47.5,7.95 
48,7.97 
48.5,7.93 
49,8.05 
49.5,8.12 
50,8.17 
50.5,8.30 
51,8.37 
51.5,8.35 
52,8.35 
52.5,8.37 
53,8.38 
53.5,8.43 
54,8.48 
54.5,8.53 
55,8.55 
55.5,8.53 
56,8.57 
56.5,8.62 
57,8.68 
57.5,8.83 
58,8.87 
58.5,8.90 
59,8.90 
59.5,8.92 
60,8.95 
60.5,8.95 
61,9.00 
61.5,9.07 
62,9.10 
62.5,9.13 
63,9.22 
63.5,9.32 
64,9.23 
64.5,9.32 
65,9.45 
65.5,9.43 
66,9.53 
66.5,9.63 
67,9.73 
67.5,9.78 
68,9.83 
68.5,9.87 
69,9.88 
69.5,9.90 
70,9.90 
70.5,9.93 
71,9.95 
71.5,9.95 
72,9.92 
72.5,9.97 
73,9.97 
73.5,10.00 
74,10.02 
74.5,10.05 
75,9.98 
75.5,10.03 
76,10.03 
76.5,10.00 
77,10.00 
77.5,9.97 
78,9.93 
78.5,9.97 
79,10.05 
79.5,10.22 
80,10.30 
80.5,10.32 
81,10.35 
81.5,10.42 
82,10.47 
82.5,10.48 
83,10.52 
83.5,10.52 
84,10.58 
84.5,10.58 
85,10.55 
85.5,10.47 
86,10.45 
86.5,10.48 
87,10.47 
87.5,10.40 
88,10.37 
88.5,10.37 
89,10.33 
89.5,10.30 
90,10.33 
90.5,10.35 
91,10.47 
91.5,10.42 
92,10.45 
92.5,10.43 
93,10.35 
93.5,10.23 
94,10.22 
94.5,10.22 
95,10.18 
95.5,10.17 
96,10.13 
96.5,10.13 
97,10.12 
97.5,10.13 
98,10.12 
98.5,10.08 
99,10.20 
99.5,10.28 
100,10.27 
100.5,10.20 
101,10.20 
101.5,10.22 
102,10.32 
102.5,10.27 
103,10.33 
103.5,10.45 
104,10.43 
104.5,10.43 
105,10.53 
105.5,10.50 
106,10.47 
106.5,10.42 
107,10.35 
107.5,10.37 
108,10.32 
108.5,10.35 
109,10.38 
109.5,10.48 
110,10.47 
110.5,10.43 
111,10.37 
111.5,10.37 
112,10.45 
112.5,10.52 
113,10.55 
113.5,10.57 
114,10.50 
114.5,10.38 
115,10.35 
115.5,10.37 
116,10.33 
116.5,10.38 
117,10.45 
117.5,10.53 
118,10.67 
118.5,10.77 
119,10.75 
119.5,10.82 
120,10.82 
120.5,10.85 
121,10.87 
121.5,10.83 
122,10.77 
122.5,10.67 
123,10.60 
123.5,10.60 
124,10.58 
124.5,10.55 
125,10.62 
125.5,10.62 
126,10.65 
126.5,10.68 
127,10.65 
127.5,10.65 
128,10.62 
128.5,10.60 
129,10.63 
129.5,10.57 
130,10.57 
130.5,10.60 
131,10.62 
131.5,10.65 
132,10.62 
132.5,10.65 
133,10.58 
133.5,10.58 
134,10.63 
134.5,10.72 
135,10.80 
135.5,10.97 
136,11.12 
136.5,11.20 
137,11.22 
137.5,11.22 
138,11.28 
138.5,11.27 
139,11.22 
139.5,11.15 
140,11.13 
140.5,11.10 
141,11.08 
141.5,11.07 
142,11.05 
142.5,10.95 
143,11.00 
143.5,10.97 
144,10.85 
144.5,10.82 
145,10.83 
145.5,10.82 
146,10.82 
146.5,10.77 
147,10.75 
147.5,10.80 
148,10.83 
148.5,10.83 
149,10.82 
149.5,10.82 
150,10.82 
150.5,10.83 
151,10.80 
151.5,10.85 
152,10.88 
152.5,10.92 
153,10.98 
153.5,11.08 
154,11.12 
154.5,11.03 
155,10.90 
155.5,10.87 
156,10.93 
156.5,10.87 
157,10.73 
157.5,10.68 
158,10.62 
158.5,10.63 
159,10.60 
159.5,10.62 
160,10.62 
160.5,10.63 
161,10.63 
161.5,10.68 
162,10.67 
162.5,10.70 
163,10.60 
163.5,10.53 
164,10.43 
164.5,10.42 
165,10.37 
165.5,10.47 
166,10.43 
166.5,10.50 
167,10.43 
167.5,10.42 
168,10.48 
168.5,10.53 
169,10.62 
169.5,10.62 
170,10.67 
170.5,10.68 
171,10.73 
171.5,10.78 
172,10.72 
172.5,10.67 
173,10.63 
173.5,10.65 
174,10.70 
174.5,10.72 
175,10.80 
175.5,10.85 
176,10.83 
176.5,10.87 
177,10.87 
177.5,10.83 
178,10.85 
178.5,10.90 
179,10.95 
179.5,11.02 
180,10.93 
180.5,10.93 
181,10.97 
181.5,10.97 
182,10.98 
182.5,10.87 
183,10.93 
183.5,10.88 
184,10.80 
184.5,10.80 
185,10.82 
185.5,10.90 
186,10.98 
186.5,11.07 
187,11.17 
187.5,11.13 
188,11.10 
188.5,11.10 
189,11.08 
189.5,11.15 
190,11.28 
190.5,11.33 
191,11.30 
191.5,11.32 
192,11.28 
192.5,11.23 
193,11.22 
193.5,11.22 
194,11.13 
194.5,11.15 
195,11.17 
195.5,11.27 
196,11.30 
196.5,11.27 
197,11.37 
197.5,11.38 
198,11.45 
198.5,11.42 
199,11.32 
199.5,11.25 
200,11.20 
200.5,11.17 
201,11.20 
201.5,11.20 
202,11.20 
202.5,11.13 
203,11.08 
203.5,11.05 
204,10.97 
204.5,10.95 
205,10.97 
205.5,10.97 
206,11.00 
206.5,11.07 
207,11.15 
207.5,11.15 
208,11.25 
208.5,11.33 
209,11.28 
209.5,11.28 
210,11.18 
210.5,11.17 
211,11.08 
211.5,11.03 
212,10.93 
212.5,10.93 
213,10.92 
213.5,10.92 
214,10.97 
214.5,10.98 
215,11.00 
215.5,11.02 
216,11.12 
216.5,11.08 
217,11.10 
217.5,11.13 
218,11.20 
218.5,11.23 
219,11.20 
219.5,11.15 
220,11.18 
220.5,11.08 
221,11.10 
221.5,11.07 
222,11.00 
222.5,10.95 
223,10.92 
223.5,10.87 
224,10.80 
224.5,10.80 
225,10.80 
225.5,10.82 
226,10.78 
226.5,10.78 
227,10.80 
227.5,10.83 
228,10.78 
228.5,10.77 
229,10.72 
229.5,10.77 
230,10.73 
230.5,10.77 
231,10.80 
231.5,10.85 
232,10.85 
232.5,10.85 
233,10.92 
233.5,10.92 
234,10.90 
234.5,10.95 
235,10.93 
235.5,10.92 
236,10.87 
236.5,10.87 
237,10.90 
237.5,10.87 
238,10.80 
238.5,10.77 
239,10.77 
239.5,10.82 
240,10.85 
240.5,10.90 
241,10.92 
241.5,11.00 
242,11.00 
242.5,11.03 
243,11.03 
243.5,11.05 
244,11.08 
244.5,11.03 
245,10.92 
245.5,10.83 
246,10.78 
246.5,10.77 
247,10.83 
247.5,10.80 
248,10.87 
248.5,10.90 
249,10.92 
249.5,10.93 
250,10.97 
250.5,10.97 
251,10.88 
251.5,10.92 
252,10.93 
252.5,10.87 
253,10.90 
253.5,10.98 
254,11.05 
254.5,11.07 
255,11.05 
255.5,11.13 
256,11.18 
256.5,11.15 
257,11.15 
257.5,11.10 
258,11.12 
258.5,11.10 
259,11.13 
259.5,11.10 
260,11.10 
260.5,11.10 
261,11.17 
261.5,11.17 
262,11.17 
262.5,11.20 
263,11.23 
263.5,11.30 
264,11.33 
264.5,11.38 
265,11.38 
265.5,11.33 
266,11.33 
266.5,11.28 
267,11.25 
267.5,11.20 
268,11.17 
268.5,11.18 
269,11.20 
269.5,11.22 
270,11.25 
270.5,11.32 
271,11.32 
271.5,11.37 
272,11.33 
272.5,11.35 
