time(s),temp_rise(℃）
1,0.5
2,0.65
3,0.9
4,1.1
5,1.35
6,1.6
7,2.1
8,2.3
9,2.55
10,2.95
11,3.25
12,3.5
13,4.05
14,4.2
15,4.5
16,5
17,5.5
18,5.65
19,6.45
20,6.65
21,6.9
22,7.8
23,7.9
24,8.45
25,9.05
26,9.55
27,9.9
28,10.85
29,11.5
30,12.3
31,12.5
32,12.9
33,13.35
34,13.8
35,14.05
36,14.6
37,15.05
38,15.65
39,16.05
40,15.85
41,15.8
42,15.75
43,15.75
44,15.85
45,15.8
46,16.1
47,16.5
48,16.55
49,16.75
50,16.95
51,17
52,17.15
53,17.3
54,17.45
55,17.6
56,17.65
57,17.55
58,17.7
59,17.7
60,17.7
61,17.8
62,17.75
63,17.8
64,17.8
65,17.75
66,17.7
67,17.55
68,17.6
69,17.6
70,17.6
71,17.6
72,17.75
73,17.7
74,17.4
75,17.25
76,17.15
77,17.15
78,17.15
79,17.15
80,17.1
81,17.1
82,17.1
83,17.05
84,17.2
85,17.35
86,17.45
87,17.55
88,17.65
89,17.65
90,17.65
91,17.75
92,17.8
93,17.9
94,18
95,17.95
96,17.7
97,17.5
98,17.35
99,17.25
100,17.15
101,17.15
102,17.05
103,17
104,16.95
105,16.9
106,16.85
107,16.8
108,16.7
109,16.65
110,16.65
111,16.75
112,16.9
113,17.05
114,16.95
115,17.1
116,17.1
117,17.25
118,17.4
119,17.4
120,17.5
121,17.65
122,17.5
123,17.65
124,17.65
125,17.65
126,17.65
127,17.6
128,17.6
129,17.6
130,17.75
131,17.85
132,17.75
133,17.65
134,17.7
135,17.85
136,18
137,18.1
138,18.05
139,18.05
140,18.15
141,18.3
142,18.3
143,18.35
144,18.35
145,18.4
146,18.4
147,18.35
148,18.3
149,18.4
150,18.3
151,18.3
152,18.3
153,18.25
154,18.15
155,18.25
156,18.2
157,18.25
158,18.4
159,18.65
160,17.85
161,17.9
162,17.85
163,17.85
164,18
165,18.15
166,18
167,18.05
168,17.95
169,18.1
170,18.1
171,18.1
172,18.2
173,18.35
174,18.4
175,18.5
176,18.6
177,18.75
178,18.7
179,18.7
180,18.65
181,18.6
182,18.65
183,18.6
184,18.55
185,18.6
186,18.6
187,18.7
188,18.8
189,18.85
190,19
191,19
192,18.85
193,18.9
194,18.95
195,18.95
196,18.9
197,19
198,19.1
199,19.15
200,20.35
201,20.4
202,20.4
203,20.55
204,17.85
205,17.85
206,18
207,17.85
208,17.75
209,17.6
210,17.45
211,17.45
212,17.4
213,17.25
214,16.95
215,16.8
216,16.7
217,16.7
218,16.85
219,16.9
220,17.1
221,17
222,16.8
223,16.6
224,16.45
225,16.55
226,16.6
227,16.65
228,16.6
229,16.55
230,16.5
231,16.6
232,16.75
233,16.95
234,17.15
235,17.3
236,17.25
237,17.3
238,17.35
239,17.2
240,17.2
241,17.2
242,17.2
243,17.25
244,17.35
245,17.3
246,17.25
247,17.15
248,17.05
249,16.95
250,16.85
251,16.85
252,16.85
253,16.85
254,16.8
255,16.75
256,16.75
257,16.7
258,16.75
259,16.85
260,16.85
261,16.9
262,16.95
263,16.95
264,17
265,16.85
266,16.8
267,16.8
268,16.85
269,16.85
270,17
271,17.05
272,17
273,17.05
274,17.15
275,17.1
276,17.1
277,17.1
278,17.25
279,17.35
280,17.4
281,17.4
282,17.25
283,17.15
284,17.2
285,17.1
286,17.15
287,17.25
288,17.5
289,17.7
290,17.65
291,17.8
292,17.9
293,17.85
294,17.65
295,17.75
296,17.9
297,17.8
298,17.8
299,17.7
300,17.65
301,17.6
302,17.5
303,17.5
304,17.55
305,17.7
306,17.9
307,18.05
308,18.2
309,18.2
310,18.25
311,18.4
312,18.45
313,18.55
314,18.4
315,18.3
316,18
317,17.9
318,17.8
319,17.9
320,18.15
321,18.4
322,18.35
323,18.25
324,18.2
325,18.15
326,18.05
327,18
328,18
329,17.9
330,17.8
331,17.75
332,17.55
333,17.5
334,17.45
335,17.45
336,17.4
337,17.45
338,17.4
339,17.65
340,17.8
341,18.05
342,18.1
343,18.1
344,18.05
345,18.2
346,18.15
347,18.05
348,17.95
349,17.9
350,17.75
351,17.65
352,17.65
353,17.55
354,17.55
355,17.6
356,17.65
357,17.7
358,17.7
359,17.7
360,17.75
361,17.7
362,17.8
363,18.05
364,18.2
365,18.35
366,18.25
367,18.1
368,18
369,17.95
370,17.85
371,17.8
372,17.7
373,17.65
374,17.6
375,17.6
376,17.6
377,17.7
378,17.65
379,17.45
380,17.3
381,17.05
382,17.05
