time(s),temp_rise(℃）
1,0.4
2,0.57
3,0.73
4,0.87
5,1.02
6,1.15
7,1.3
8,1.52
9,1.7
10,1.83
11,2.02
12,2.2
13,2.37
14,2.5
15,2.63
16,2.72
17,2.88
18,3.07
19,3.18
20,3.28
21,3.48
22,3.57
23,3.65
24,3.73
25,3.83
26,3.92
27,4.07
28,4.15
29,4.28
30,4.37
31,4.5
32,4.57
33,4.6
34,4.7
35,4.72
36,4.72
37,4.73
38,4.75
39,4.78
40,4.92
41,5.05
42,5.15
43,5.2
44,5.25
45,5.33
46,5.38
47,5.4
48,5.45
49,5.45
50,5.47
51,5.47
52,5.48
53,5.67
54,5.65
55,5.7
56,5.85
57,5.9
58,6.05
59,6.17
60,6.18
61,6.37
62,6.53
63,6.73
64,6.88
65,7.07
66,7.15
67,7.1
68,7.15
69,7.15
70,7.08
71,7.08
72,6.98
73,7.12
74,7.23
75,7.23
76,7.37
77,7.33
78,7.43
79,7.52
80,7.5
81,7.45
82,7.43
83,7.35
84,7.45
85,7.53
86,7.52
87,7.52
88,7.5
89,7.55
90,7.55
91,7.53
92,7.43
93,7.35
94,7.37
95,7.33
96,7.22
97,7.23
98,7.25
99,7.3
100,7.37
101,7.3
102,7.33
103,7.32
104,7.3
105,7.33
106,7.25
107,7.27
108,7.28
109,7.32
110,7.38
111,7.5
112,7.4
113,7.42
114,7.48
115,7.38
116,7.32
117,7.27
118,7.23
119,7.3
120,7.3
121,7.4
122,7.37
123,7.35
124,7.4
125,7.45
126,7.38
127,7.33
128,7.3
129,7.33
130,7.35
131,7.4
132,7.38
133,7.32
134,7.27
135,7.28
136,7.28
137,7.23
138,7.2
139,7.2
140,7.22
141,7.2
142,7.2
143,7.18
144,7.2
145,7.22
146,7.28
147,7.25
148,7.25
149,7.3
150,7.32
151,7.37
152,7.32
153,7.35
154,7.28
155,7.23
156,7.18
157,7.13
158,7.13
159,7.23
160,7.28
161,7.27
162,7.27
163,7.27
164,7.28
165,7.28
166,7.27
167,7.25
168,7.37
169,7.38
170,7.38
171,7.45
172,7.48
173,7.47
174,7.4
175,7.4
176,7.33
177,7.27
178,7.23
179,7.27
180,7.23
181,7.2
182,7.22
183,7.15
184,7.15
185,7.2
186,7.28
187,7.25
188,7.17
189,7.23
190,7.22
191,7.18
192,7.17
193,7.2
194,7.27
195,7.3
196,7.32
197,7.3
198,7.25
199,7.22
200,7.22
201,7.17
202,7.3
203,7.22
204,7.13
205,7.13
206,7.05
207,7.03
208,7.13
209,7.17
210,7.22
211,7.22
212,7.28
213,7.32
214,7.25
215,7.27
216,7.28
217,7.32
218,7.35
219,7.42
220,7.37
221,7.32
222,7.35
223,7.48
224,7.45
225,7.42
226,7.42
227,7.43
228,7.32
229,7.25
230,7.18
231,7.22
232,7.3
233,7.43
234,7.57
235,7.5
236,7.45
237,7.48
238,7.5
239,7.5
240,7.48
241,7.43
242,7.45
243,7.43
244,7.35
245,7.32
246,7.5
247,7.5
248,7.48
249,7.4
250,7.38
251,7.38
252,7.4
253,7.37
254,7.38
255,7.4
256,7.32
257,7.27
258,7.33
259,7.3
260,7.35
261,7.38
262,7.42
263,7.37
264,7.38
265,7.42
266,7.28
267,7.2
268,7.15
269,7.32
270,7.27
271,7.25
272,7.23
273,7.2
274,7.22
275,7.37
276,7.4
277,7.4
278,7.48
279,7.47
280,7.45
281,7.55
282,7.62
283,7.73
284,7.73
285,7.68
286,7.75
287,7.82
288,7.87
289,7.93
290,8.02
291,8.05
292,8.02
293,7.98
294,7.93
295,7.95
296,8
297,7.9
298,7.85
299,7.78
300,7.8
301,7.75
302,7.85
303,7.82
304,7.78
305,7.78
306,7.78
307,7.73
308,7.72
309,7.62
310,7.53
311,7.53
312,7.45
313,7.52
314,7.53
315,7.53
316,7.48
317,7.4
318,7.38
319,7.32
320,7.33
321,7.3
322,7.28
323,7.35
324,7.3
325,7.37
326,7.33
327,7.42
328,7.45
329,7.53
330,7.45
331,7.38
332,7.33
333,7.3
334,7.35
335,7.32
336,7.3
337,7.18
338,7.13
339,7.1
340,7.18
341,7.18
342,7.18
343,7.17
344,7.15
345,7.13
346,7.17
347,7.18
348,7.18
349,7.17
350,7.18
351,7.2
352,7.22
353,7.25
354,7.23
355,7.23
356,7.23
357,7.22
358,7.2
359,7.18
360,7.23
361,7.22
362,7.18
363,7.25
364,7.32
365,7.22
366,7.28
367,7.35
368,7.33
369,7.35
370,7.52
371,7.48
372,7.47
373,7.47
374,7.5
375,7.5
376,7.62
377,7.58
378,7.48
379,7.5
380,7.52
381,7.55
382,7.5
383,7.47
384,7.48
385,7.42
386,7.4
387,7.45
388,7.35
389,7.33
390,7.32
391,7.28
392,7.35
393,7.28
394,7.23
395,7.17
396,7.12
397,7.15
398,7.15
399,7.13
400,7.15
401,7.13
402,7.18
403,7.2
404,7.17
405,7.2
406,7.22
407,7.2
408,7.23
409,7.22
410,7.18
411,7.2
412,7.18
413,7.25
414,7.28
415,7.32
416,7.35
417,7.37
418,7.33
419,7.27
420,7.22
421,7.22
422,7.28
423,7.32
424,7.33
425,7.53
426,7.45
427,7.38
428,7.35
429,7.33
430,7.3
431,7.33
432,7.37
433,7.32
434,7.38
435,7.33
436,7.32
437,7.25
438,7.18
439,7.22
440,7.33
441,7.43
442,7.42
443,7.43
444,7.35
445,7.28
446,7.27
447,7.23
448,7.22
449,7.25
450,7.23
451,7.2
452,7.25
453,7.27
454,7.3
455,7.35
456,7.27
457,7.27
458,7.23
459,7.2
460,7.25
461,7.3
462,7.28
463,7.3
464,7.38
465,7.47
466,7.48
467,7.52
468,7.52
469,7.47
470,7.52
471,7.52
472,7.45
473,7.55
474,7.65
475,7.67
476,7.75
477,7.65
478,7.63
479,7.55
480,7.48
481,7.45
482,7.4
483,7.47
484,7.53
485,7.5
486,7.45
487,7.42
488,7.48
489,7.5
490,7.53
491,7.55
492,7.57
493,7.5
494,7.57
495,7.6
496,7.6
497,7.58
498,7.55
499,7.5
500,7.58
501,7.62
502,7.53
503,7.67
504,7.6
505,7.62
506,7.63
507,7.67
508,7.53
509,7.45
510,7.4
511,7.35
512,7.33
513,7.45
514,7.57
515,7.57
516,7.53
517,7.43
518,7.5
519,7.53
520,7.55
521,7.63
522,7.58
523,7.58
524,7.55
525,7.55
526,7.52
527,7.5
528,7.53
529,7.6
530,7.68
531,7.67
532,7.67
533,7.62
534,7.5
535,7.5
536,7.42
537,7.42
538,7.4
539,7.37
540,7.3
541,7.25
542,7.23
543,7.25
544,7.42
545,7.45
546,7.45
547,7.45
548,7.4
549,7.43
550,7.42
551,7.42
552,7.4
553,7.33
554,7.47
555,7.55
556,7.55
557,7.58
558,7.53
559,7.48
560,7.47
561,7.45
562,7.43
563,7.33
564,7.28
565,7.32
566,7.3
567,7.43
568,7.55
569,7.47
570,7.47
571,7.43
572,7.38
573,7.38
574,7.45
575,7.43
576,7.37
577,7.35
578,7.33
579,7.27
580,7.25
581,7.23
582,7.3
583,7.37
584,7.43
585,7.38
