time(s),temp_rise(℃）
1,2.15
2,2.3
3,2.4
4,2.6
5,2.75
6,2.85
7,3.05
8,3.1
9,3.35
10,3.5
11,3.6
12,3.8
13,3.9
14,4.05
15,4.2
16,4.5
17,4.85
18,5.05
19,5.35
20,5.6
21,5.75
22,5.95
23,6.2
24,6.35
25,6.5
26,6.6
27,6.65
28,6.65
29,6.6
30,6.6
31,6.6
32,6.8
33,7
34,7.15
35,7.3
36,7.4
37,7.65
38,7.8
39,7.9
40,8.05
41,8.2
42,8.25
43,8.45
44,8.6
45,8.65
46,8.8
47,8.95
48,9.15
49,9.35
50,9.5
51,9.7
52,9.8
53,9.9
54,10.05
55,10.15
56,10.3
57,10.4
58,10.5
59,10.55
60,10.65
61,10.7
62,10.85
63,10.95
64,11.05
65,10.9
66,11
67,11
68,11.2
69,11.25
70,11.2
71,11.15
72,11.1
73,11.25
74,11.25
75,11.4
76,11.4
77,11.45
78,11.4
79,11.5
80,11.45
81,11.45
82,11.5
83,11.6
84,11.6
85,11.6
86,11.6
87,11.6
88,11.6
89,11.6
90,11.6
91,11.55
92,11.5
93,11.45
94,11.4
95,11.3
96,11.15
97,11.1
98,10.95
99,10.85
100,10.95
101,11
102,11
103,11.1
104,11.1
105,11.15
106,11.15
107,11.1
108,11.05
109,11.05
110,11.05
111,11.05
112,11.05
113,11.05
114,11.1
115,11.1
116,11.1
117,11
118,11.05
119,11.05
120,11.05
121,11.1
122,11.15
123,11.25
124,11.25
125,11.3
126,11.35
127,11.25
128,11.25
129,11.25
130,11.25
131,11.2
132,11.25
133,11.25
134,11.25
135,11.25
136,11.25
137,11.3
138,11.3
139,11.35
140,11.35
141,11.35
142,11.25
143,11.25
144,11.25
145,11.2
146,11.2
147,11.1
148,11.1
149,11.1
150,11.1
151,11.05
152,11.05
153,11
154,11.1
155,11.15
156,11.15
157,11.25
158,11.3
159,11.3
160,11.35
161,11.45
162,11.5
163,11.45
164,11.45
165,11.4
166,11.45
167,11.6
168,11.45
169,11.3
170,11.3
171,11.55
172,11.7
173,11.75
174,11.75
175,11.8
176,11.85
177,11.85
178,11.9
179,11.9
180,11.8
181,11.85
182,11.8
183,11.85
184,11.85
185,11.85
186,11.95
187,11.95
188,11.9
189,11.9
190,11.9
191,11.9
192,11.95
193,12
194,12.1
195,12.05
196,12.15
197,12.2
198,12.2
199,12.2
200,12.2
201,12.2
202,12.25
203,12.3
204,12.25
205,12.25
206,12.25
207,12.3
208,12.25
209,12.25
210,12.25
211,12.2
212,12.25
213,12.3
214,12.35
215,12.35
216,12.35
217,12.4
218,12.4
219,12.35
220,12.25
221,12.15
222,12.15
223,12.05
224,12.05
225,12
226,11.95
227,11.95
228,11.95
229,12
230,11.8
231,11.75
232,11.7
233,11.8
234,11.7
235,11.7
236,11.7
237,11.75
238,11.7
239,11.7
240,11.85
241,11.95
242,12.1
243,12.05
244,11.95
245,11.8
246,11.7
247,11.65
248,11.6
249,11.5
250,11.5
251,11.4
252,11.2
253,11.25
254,11.25
255,11.15
256,11.15
257,11.15
258,11.2
259,11.3
260,11.3
261,11.35
262,11.4
263,11.35
264,11.3
265,11.45
266,11.6
267,11.65
268,11.7
269,11.7
270,11.75
271,11.8
272,11.85
273,11.9
274,12.05
275,12.1
276,12.05
277,12
278,11.95
279,11.85
280,11.8
281,11.85
282,11.95
283,12
284,12
285,12
286,12.1
287,12.1
288,12.25
289,12.25
290,12.25
291,12.25
292,12.35
293,12.3
294,12.3
295,12.3
296,12.3
297,12.3
298,12.3
299,12.1
300,12.05
301,12.2
302,12.25
303,12.25
304,12.3
305,12.4
306,12.4
307,12.3
308,12.35
309,12.2
310,12.2
311,12.1
312,12.1
313,12.05
314,12
315,12.05
316,12.1
317,12.1
318,12.1
319,12.15
320,12.05
321,12.05
322,12
323,12.1
324,12.05
325,12.05
326,12.05
327,12.1
328,12.1
329,12.15
330,12.15
331,12.1
332,12.15
333,12.05
334,12.05
335,12.05
336,12.1
337,12
338,11.95
339,11.9
340,11.75
341,11.65
342,11.65
343,11.7
344,11.7
345,11.65
346,11.6
347,11.6
348,11.65
349,11.7
350,11.65
351,11.6
352,11.6
353,11.55
354,11.55
355,11.6
356,11.55
357,11.5
358,11.5
359,11.6
360,11.65
361,11.75
362,11.75
363,11.65
364,11.55
365,11.6
366,11.55
367,11.6
368,11.55
369,11.65
370,11.8
371,11.7
372,11.7
373,11.7
374,11.8
375,11.75
376,11.7
377,11.7
378,11.5
379,11.6
380,11.6
381,11.55
382,11.5
383,11.5
384,11.45
385,11.45
386,11.45
387,11.55
388,11.6
389,11.7
390,11.75
391,11.7
392,11.65
393,11.7
394,11.65
395,11.7
396,11.7
397,11.75
398,11.8
399,11.75
400,11.7
401,11.6
402,11.5
403,11.6
404,11.6
405,11.55
406,11.55
407,11.55
408,11.55
409,11.5
410,11.55
411,11.5
412,11.45
413,11.35
414,11.15
415,11.15
416,11
417,11
418,10.9
419,10.85
420,10.9
421,10.9
422,10.95
423,10.9
424,10.95
425,11
426,11.05
427,11.1
428,11.15
429,11.2
430,11.2
431,11.2
432,11.2
433,11.25
434,11.3
435,11.35
436,11.3
437,11.3
438,11.25
439,11.2
440,11.2
441,11.2
442,11.15
443,11.2
444,11.2
445,11.15
446,11.05
447,11.05
448,11.05
449,11
450,11.05
451,11.1
452,11.15
453,11.15
454,11.2
455,11.2
456,11.25
457,11.25
458,11.3
459,11.35
460,11.25
461,11.25
462,11.2
463,11.2
464,11.3
465,11.35
466,11.35
467,11.35
468,11.35
469,11.45
470,11.45
471,11.45
472,11.5
473,11.55
474,11.6
475,11.6
476,11.55
477,11.6
478,11.6
479,11.65
480,11.7
481,11.7
482,11.75
483,11.75
484,11.8
485,11.7
486,11.8
487,11.8
488,11.75
489,11.8
490,11.8
491,11.85
492,11.85
493,11.85
494,11.85
495,11.8
496,11.8
497,11.8
498,11.8
499,11.8
500,11.8
501,11.85
502,11.75
503,11.7
504,11.6
505,11.6
506,11.6
507,11.6
508,11.5
509,11.55
510,11.55
511,11.5
512,11.5
513,11.5
514,11.45
515,11.5
516,11.55
517,11.55
518,11.55
519,11.65
520,11.65
521,11.65
522,11.7
523,11.65
524,11.65
525,11.55
526,11.55
527,11.6
528,11.6
529,11.65
530,11.65
531,11.65
532,11.55
533,11.6
534,11.55
535,11.5
536,11.5
537,11.45
538,11.45
539,11.35
540,11.45
541,11.6
542,11.6
543,11.6
544,11.7
545,11.7
546,11.65
547,11.65
548,11.65
549,11.6
550,11.65
551,11.6
552,11.65
553,11.6
554,11.55
555,11.5
556,11.55
557,11.6
558,11.75
559,11.85
560,11.9
561,11.95
562,11.9
563,11.85
564,11.85
565,11.9
566,11.95
567,11.85
568,11.9
569,11.85
570,11.85
571,11.85
572,11.85
573,11.85
574,11.8
575,11.8
576,11.8
577,11.8
578,11.75
579,11.75
580,11.7
581,11.65
582,11.55
583,11.5
584,11.5
585,11.45
586,11.5
587,11.4
588,11.45
589,11.5
590,11.65
591,11.65
592,11.7
593,11.7
594,11.65
595,11.6
596,11.6
597,11.55
598,11.55
